jobid,instance,mutator,L,repl,seed
499,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_3.graph,IF-G,100,9,485499
500,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_3.graph,IF-G,100,10,599160
501,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_8.graph,USGS-F,100,1,140892
502,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_8.graph,USGS-F,100,2,905036
503,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_8.graph,USGS-F,100,3,249524
504,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_8.graph,USGS-F,100,4,247515
505,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_8.graph,USGS-F,100,5,653160
506,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_8.graph,USGS-F,100,6,831878
507,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_8.graph,USGS-F,100,7,339564
508,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_8.graph,USGS-F,100,8,237719
509,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_8.graph,USGS-F,100,9,485499
510,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_8.graph,USGS-F,100,10,599160
511,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_8.graph,USGS-PRE,100,1,140892
512,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_8.graph,USGS-PRE,100,2,905036
513,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_8.graph,USGS-PRE,100,3,249524
514,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_8.graph,USGS-PRE,100,4,247515
515,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_8.graph,USGS-PRE,100,5,653160
516,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_8.graph,USGS-PRE,100,6,831878
517,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_8.graph,USGS-PRE,100,7,339564
518,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_8.graph,USGS-PRE,100,8,237719
519,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_8.graph,USGS-PRE,100,9,485499
520,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_8.graph,USGS-PRE,100,10,599160
521,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_8.graph,SGS,100,1,140892
522,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_8.graph,SGS,100,2,905036
523,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_8.graph,SGS,100,3,249524
524,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_8.graph,SGS,100,4,247515
525,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_8.graph,SGS,100,5,653160
526,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_8.graph,SGS,100,6,831878
527,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_8.graph,SGS,100,7,339564
528,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_8.graph,SGS,100,8,237719
529,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_8.graph,SGS,100,9,485499
530,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_8.graph,SGS,100,10,599160
531,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_8.graph,IF-L,100,1,140892
532,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_8.graph,IF-L,100,2,905036
533,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_8.graph,IF-L,100,3,249524
534,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_8.graph,IF-L,100,4,247515
535,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_8.graph,IF-L,100,5,653160
536,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_8.graph,IF-L,100,6,831878
537,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_8.graph,IF-L,100,7,339564
538,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_8.graph,IF-L,100,8,237719
539,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_8.graph,IF-L,100,9,485499
540,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_8.graph,IF-L,100,10,599160
541,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_8.graph,IF-G,100,1,140892
542,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_8.graph,IF-G,100,2,905036
543,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_8.graph,IF-G,100,3,249524
544,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_8.graph,IF-G,100,4,247515
545,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_8.graph,IF-G,100,5,653160
546,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_8.graph,IF-G,100,6,831878
547,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_8.graph,IF-G,100,7,339564
548,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_8.graph,IF-G,100,8,237719
549,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_8.graph,IF-G,100,9,485499
550,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_8.graph,IF-G,100,10,599160
551,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_2.graph,USGS-F,100,1,140892
552,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_2.graph,USGS-F,100,2,905036
553,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_2.graph,USGS-F,100,3,249524
554,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_2.graph,USGS-F,100,4,247515
555,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_2.graph,USGS-F,100,5,653160
556,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_2.graph,USGS-F,100,6,831878
557,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_2.graph,USGS-F,100,7,339564
558,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_2.graph,USGS-F,100,8,237719
559,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_2.graph,USGS-F,100,9,485499
560,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_2.graph,USGS-F,100,10,599160
561,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_2.graph,USGS-PRE,100,1,140892
562,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_2.graph,USGS-PRE,100,2,905036
563,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_2.graph,USGS-PRE,100,3,249524
564,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_2.graph,USGS-PRE,100,4,247515
565,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_2.graph,USGS-PRE,100,5,653160
566,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_2.graph,USGS-PRE,100,6,831878
567,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_2.graph,USGS-PRE,100,7,339564
568,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_2.graph,USGS-PRE,100,8,237719
569,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_2.graph,USGS-PRE,100,9,485499
570,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_2.graph,USGS-PRE,100,10,599160
571,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_2.graph,SGS,100,1,140892
572,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_2.graph,SGS,100,2,905036
573,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_2.graph,SGS,100,3,249524
574,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_2.graph,SGS,100,4,247515
575,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_2.graph,SGS,100,5,653160
576,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_2.graph,SGS,100,6,831878
577,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_2.graph,SGS,100,7,339564
578,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_2.graph,SGS,100,8,237719
579,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_2.graph,SGS,100,9,485499
580,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_2.graph,SGS,100,10,599160
581,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_2.graph,IF-L,100,1,140892
582,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_2.graph,IF-L,100,2,905036
583,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_2.graph,IF-L,100,3,249524
584,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_2.graph,IF-L,100,4,247515
585,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_2.graph,IF-L,100,5,653160
586,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_2.graph,IF-L,100,6,831878
587,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_2.graph,IF-L,100,7,339564
588,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_2.graph,IF-L,100,8,237719
589,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_2.graph,IF-L,100,9,485499
590,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_2.graph,IF-L,100,10,599160
591,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_2.graph,IF-G,100,1,140892
592,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_2.graph,IF-G,100,2,905036
593,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_2.graph,IF-G,100,3,249524
594,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_2.graph,IF-G,100,4,247515
595,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_2.graph,IF-G,100,5,653160
596,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_2.graph,IF-G,100,6,831878
597,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_2.graph,IF-G,100,7,339564
598,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_2.graph,IF-G,100,8,237719
599,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_2.graph,IF-G,100,9,485499
600,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_2.graph,IF-G,100,10,599160
601,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_10.graph,USGS-F,100,1,140892
602,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_10.graph,USGS-F,100,2,905036
603,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_10.graph,USGS-F,100,3,249524
604,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_10.graph,USGS-F,100,4,247515
605,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_10.graph,USGS-F,100,5,653160
606,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_10.graph,USGS-F,100,6,831878
607,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_10.graph,USGS-F,100,7,339564
608,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_10.graph,USGS-F,100,8,237719
609,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_10.graph,USGS-F,100,9,485499
610,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_10.graph,USGS-F,100,10,599160
611,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_10.graph,USGS-PRE,100,1,140892
612,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_10.graph,USGS-PRE,100,2,905036
613,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_10.graph,USGS-PRE,100,3,249524
614,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_10.graph,USGS-PRE,100,4,247515
615,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_10.graph,USGS-PRE,100,5,653160
616,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_10.graph,USGS-PRE,100,6,831878
617,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_10.graph,USGS-PRE,100,7,339564
618,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_10.graph,USGS-PRE,100,8,237719
619,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_10.graph,USGS-PRE,100,9,485499
620,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_10.graph,USGS-PRE,100,10,599160
621,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_10.graph,SGS,100,1,140892
622,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_10.graph,SGS,100,2,905036
623,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_10.graph,SGS,100,3,249524
624,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_10.graph,SGS,100,4,247515
625,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_10.graph,SGS,100,5,653160
626,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_10.graph,SGS,100,6,831878
627,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_10.graph,SGS,100,7,339564
628,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_10.graph,SGS,100,8,237719
629,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_10.graph,SGS,100,9,485499
630,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_10.graph,SGS,100,10,599160
631,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_10.graph,IF-L,100,1,140892
632,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_10.graph,IF-L,100,2,905036
633,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_10.graph,IF-L,100,3,249524
634,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_10.graph,IF-L,100,4,247515
635,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_10.graph,IF-L,100,5,653160
636,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_10.graph,IF-L,100,6,831878
637,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_10.graph,IF-L,100,7,339564
638,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_10.graph,IF-L,100,8,237719
639,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_10.graph,IF-L,100,9,485499
640,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_10.graph,IF-L,100,10,599160
641,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_10.graph,IF-G,100,1,140892
642,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_10.graph,IF-G,100,2,905036
643,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_10.graph,IF-G,100,3,249524
644,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_10.graph,IF-G,100,4,247515
645,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_10.graph,IF-G,100,5,653160
646,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_10.graph,IF-G,100,6,831878
647,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_10.graph,IF-G,100,7,339564
648,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_10.graph,IF-G,100,8,237719
649,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_10.graph,IF-G,100,9,485499
650,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_10.graph,IF-G,100,10,599160
651,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_10.graph,USGS-F,100,1,140892
652,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_10.graph,USGS-F,100,2,905036
653,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_10.graph,USGS-F,100,3,249524
654,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_10.graph,USGS-F,100,4,247515
655,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_10.graph,USGS-F,100,5,653160
656,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_10.graph,USGS-F,100,6,831878
657,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_10.graph,USGS-F,100,7,339564
658,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_10.graph,USGS-F,100,8,237719
659,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_10.graph,USGS-F,100,9,485499
660,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_10.graph,USGS-F,100,10,599160
661,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_10.graph,USGS-PRE,100,1,140892
662,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_10.graph,USGS-PRE,100,2,905036
663,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_10.graph,USGS-PRE,100,3,249524
664,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_10.graph,USGS-PRE,100,4,247515
665,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_10.graph,USGS-PRE,100,5,653160
666,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_10.graph,USGS-PRE,100,6,831878
667,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_10.graph,USGS-PRE,100,7,339564
668,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_10.graph,USGS-PRE,100,8,237719
669,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_10.graph,USGS-PRE,100,9,485499
670,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_10.graph,USGS-PRE,100,10,599160
671,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_10.graph,SGS,100,1,140892
672,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_10.graph,SGS,100,2,905036
673,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_10.graph,SGS,100,3,249524
674,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_10.graph,SGS,100,4,247515
675,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_10.graph,SGS,100,5,653160
676,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_10.graph,SGS,100,6,831878
677,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_10.graph,SGS,100,7,339564
678,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_10.graph,SGS,100,8,237719
679,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_10.graph,SGS,100,9,485499
680,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_10.graph,SGS,100,10,599160
681,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_10.graph,IF-L,100,1,140892
682,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_10.graph,IF-L,100,2,905036
683,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_10.graph,IF-L,100,3,249524
684,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_10.graph,IF-L,100,4,247515
685,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_10.graph,IF-L,100,5,653160
686,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_10.graph,IF-L,100,6,831878
687,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_10.graph,IF-L,100,7,339564
688,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_10.graph,IF-L,100,8,237719
689,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_10.graph,IF-L,100,9,485499
690,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_10.graph,IF-L,100,10,599160
691,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_10.graph,IF-G,100,1,140892
692,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_10.graph,IF-G,100,2,905036
693,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_10.graph,IF-G,100,3,249524
694,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_10.graph,IF-G,100,4,247515
695,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_10.graph,IF-G,100,5,653160
696,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_10.graph,IF-G,100,6,831878
697,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_10.graph,IF-G,100,7,339564
698,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_10.graph,IF-G,100,8,237719
699,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_10.graph,IF-G,100,9,485499
700,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_10.graph,IF-G,100,10,599160
701,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_9.graph,USGS-F,100,1,140892
702,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_9.graph,USGS-F,100,2,905036
703,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_9.graph,USGS-F,100,3,249524
704,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_9.graph,USGS-F,100,4,247515
705,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_9.graph,USGS-F,100,5,653160
706,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_9.graph,USGS-F,100,6,831878
707,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_9.graph,USGS-F,100,7,339564
708,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_9.graph,USGS-F,100,8,237719
709,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_9.graph,USGS-F,100,9,485499
710,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_9.graph,USGS-F,100,10,599160
711,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_9.graph,USGS-PRE,100,1,140892
712,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_9.graph,USGS-PRE,100,2,905036
713,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_9.graph,USGS-PRE,100,3,249524
714,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_9.graph,USGS-PRE,100,4,247515
715,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_9.graph,USGS-PRE,100,5,653160
716,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_9.graph,USGS-PRE,100,6,831878
717,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_9.graph,USGS-PRE,100,7,339564
718,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_9.graph,USGS-PRE,100,8,237719
719,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_9.graph,USGS-PRE,100,9,485499
720,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_9.graph,USGS-PRE,100,10,599160
721,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_9.graph,SGS,100,1,140892
722,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_9.graph,SGS,100,2,905036
723,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_9.graph,SGS,100,3,249524
724,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_9.graph,SGS,100,4,247515
725,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_9.graph,SGS,100,5,653160
726,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_9.graph,SGS,100,6,831878
727,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_9.graph,SGS,100,7,339564
728,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_9.graph,SGS,100,8,237719
729,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_9.graph,SGS,100,9,485499
730,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_9.graph,SGS,100,10,599160
731,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_9.graph,IF-L,100,1,140892
732,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_9.graph,IF-L,100,2,905036
733,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_9.graph,IF-L,100,3,249524
734,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_9.graph,IF-L,100,4,247515
735,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_9.graph,IF-L,100,5,653160
736,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_9.graph,IF-L,100,6,831878
737,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_9.graph,IF-L,100,7,339564
738,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_9.graph,IF-L,100,8,237719
739,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_9.graph,IF-L,100,9,485499
740,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_9.graph,IF-L,100,10,599160
741,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_9.graph,IF-G,100,1,140892
742,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_9.graph,IF-G,100,2,905036
743,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_9.graph,IF-G,100,3,249524
744,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_9.graph,IF-G,100,4,247515
745,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_9.graph,IF-G,100,5,653160
746,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_9.graph,IF-G,100,6,831878
747,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_9.graph,IF-G,100,7,339564
